tlw,blw,h,s
2.5972,4.8641,2.177,6.6575
1.347,2.2254,1.3078,3.8917
1.4228,3.5577,0.3009,4.0558
1.1635,2.8605,1.7162,9.2589
4.1172,4.8227,1.0986,2.1273
0.458,2.4606,1.969,7.4242
1.1441,4.085,1.6336,6.4496
1.6614,4.8219,0.799,3.2465
2.9311,3.3558,2.4311,8.3663
0.2827,2.2076,1.0516,5.0694
2.2772,4.5989,2.3493,3.8498
2.307,3.639,0.9334,6.5841
3.4921,4.5294,1.4771,5.9662
0.8351,1.2617,0.6062,8.7319
0.1448,3.0167,1.2915,9.6439
0.5079,3.893,2.1256,4.9096
2.9841,4.283,0.419,7.5392
1.5803,2.0117,1.798,2.7735
1.9364,4.398,0.8624,8.0065
1.4712,3.2533,2.2778,5.3033
2.6619,4.0691,0.5392,6.1854
0.2598,1.0577,1.4097,3.3886
0.95,3.8005,2.1927,2.4881
0.7437,4.7048,1.358,7.1913
3.6336,4.5053,1.8699,4.3209
2.4298,2.6764,0.4903,9.1178
2.1513,3.1915,1.7858,7.8375
0.1669,3.4615,0.3699,2.6031
3.7945,4.9968,2.0428,9.9715
1.2582,2.1067,1.1718,4.706
0.5734,4.9846,0.7255,5.6688
2.0425,4.366,1.5596,8.9032
2.785,3.436,0.9827,3.5231
1.2752,1.89,2.3617,6.7886
1.6103,4.1982,0.6864,3.4774
1.4782,2.991,1.5398,6.2118
2.7505,4.334,0.996,5.3317
0.4081,0.9449,2.4295,8.0973
1.276,3.6708,1.7354,9.029
0.9807,4.9672,0.3388,4.2945
3.3451,4.6567,2.0454,7.1629
2.1451,2.5761,1.2289,2.3974
2.4396,3.1498,2.1722,4.6795
0.3463,3.7595,1.3194,9.8827
4.0555,4.6972,1.9371,2.5124
0.9724,1.9901,0.5042,7.8092
0.2851,4.7317,0.8308,6.8151
2.1456,4.0679,2.2279,3.6119
3.1112,3.4645,0.5957,8.994
1.0719,2.1526,1.4128,5.6972
1.7088,3.3532,1.2499,7.4603
1.1757,3.1608,2.1032,2.226
3.7934,4.8995,0.4303,9.3556
0.1697,2.1904,1.8638,4.0899
0.8581,3.951,2.3013,5.0334
1.9029,4.5216,0.9047,8.2677
3.0916,3.6532,1.4817,3.1497
0.2179,2.4723,0.6651,6.4154
1.9536,4.5527,1.6107,8.6331
2.4913,3.3744,0.7579,5.9301
3.7478,4.7922,2.4964,6.55
0.8076,1.4755,1.0635,3.753
0.4685,2.7598,0.2717,2.8722
0.6153,4.1575,1.6688,7.5753
2.6979,4.3072,1.157,4.9437
1.3816,1.7112,1.974,9.7406
1.341,2.9808,1.8824,6.3421
0.5452,2.8118,0.4841,3.1079
4.1612,4.248,2.1923,8.4738
0.5497,1.895,1.3741,5.208
1.081,4.6333,0.5411,4.1672
2.2677,4.7201,1.3927,9.4014
3.3105,3.6505,0.8508,2.0159
0.8914,2.2738,2.2825,7.2817
2.3213,4.0505,0.9765,9.5013
1.7006,3.7233,2.3743,4.7983
2.8925,4.4545,0.7416,7.6818
0.3206,1.1266,1.5593,2.8848
0.2456,3.5937,2.0259,3.9885
1.1262,3.9591,1.1736,6.6914
2.9209,4.8577,1.7906,5.8274
1.6351,2.4251,0.3583,8.6245
1.8272,4.9486,2.4461,2.3455
2.08,3.1971,1.0478,7.0801
3.2591,4.1348,1.6264,4.4636
0.36,1.6146,0.8081,9.229
0.8975,3.2257,1.1067,8.1452
0.1278,4.6304,1.9584,5.4107
3.7236,3.9284,0.2873,6.0467
1.8115,2.715,1.7191,3.2812
2.2227,3.7662,0.4152,5.5613
0.7828,3.5534,1.813,8.7646
4.4227,4.8965,1.3007,3.6306
1.1969,2.6746,2.1183,6.9273
0.6636,4.434,1.4665,7.9489
1.4338,4.4048,0.6143,2.7456
2.6999,2.9178,2.3521,9.8602
0.6688,1.8157,0.9198,4.5635
1.483,3.6016,2.2459,8.8279
0.9053,2.9447,0.813,5.625
4.3249,4.5853,1.4305,6.989
0.7108,2.5047,0.5777,3.6919
1.2453,4.2696,1.3371,2.6824
1.5559,4.8685,2.1542,7.8853
2.8259,3.5792,0.5222,4.5017
0.4835,2.4071,1.9193,9.7988
2.485,4.8009,0.3205,7.0164
2.221,3.8712,1.7539,2.2822
3.4057,4.5848,1.2103,9.1677
0.9268,1.4639,2.0637,4.4019
0.3881,3.0784,1.5212,5.4743
0.2685,4.0925,0.7047,8.2085
3.0853,4.0634,2.4112,3.3425
1.6472,2.0582,1.0146,6.1084
1.6823,3.8796,1.6866,4.8596
1.8252,3.0659,0.2537,9.5629
3.0162,3.986,1.9921,2.9485
0.1425,0.5881,1.1392,7.7452
0.7362,3.4224,0.7759,6.6301
1.2511,4.4803,1.5929,3.9268
3.5793,4.971,1.0812,8.5608
2.0184,2.5845,2.4784,5.7641
2.0608,2.8313,0.8861,3.0462
0.6931,3.4029,2.3196,6.2807
4.321,4.7635,0.6468,5.1448
1.0541,1.7462,1.5002,8.4102
0.5192,4.4835,2.0849,9.4631
2.4159,4.2741,1.2684,4.2286
2.5713,3.7787,1.8452,7.345
0.7298,1.6655,0.4486,2.0795
1.4483,4.7047,1.1908,5.9935
2.3455,2.8403,2.0085,8.6967
3.6059,4.2009,0.3757,3.8146
0.4416,1.296,1.7734,6.6114
1.1318,2.9116,2.3917,7.5118
0.4698,4.8367,0.9594,2.8087
3.1839,4.1766,1.5764,9.679
1.5412,2.2281,0.7242,4.8822
2.2949,3.5223,1.3759,2.1625
1.0485,3.6284,0.5576,7.3969
4.5084,4.7885,2.266,4.0285
0.8085,2.3559,0.8676,9.294
0.1237,4.1197,0.4675,8.3312
1.7759,3.9177,1.8993,5.0968
2.9668,3.136,1.3572,6.4769
0.3984,2.0219,2.2089,3.2114
1.8726,3.295,0.6317,9.9442
0.2031,3.3088,1.4494,4.7411
3.9109,4.0223,0.937,7.8727
0.3144,2.1431,2.3347,2.5758
1.0005,4.8771,1.8301,3.5504
2.0022,4.6549,0.3978,6.7535
3.1837,3.8041,2.1357,5.6337
1.2383,2.6207,1.2835,8.9306
2.0955,4.3649,1.9418,6.1502
1.3584,3.5071,1.1236,3.4159
2.6221,4.9425,1.7022,8.0338
0.591,1.6234,0.3039,5.2681
0.6329,3.8376,1.031,4.3561
0.8605,4.306,2.4627,9.0904
2.8405,4.539,0.7916,2.4608
1.5642,2.7438,1.6432,7.2265
1.5711,4.5256,2.0132,4.9058
2.5381,3.0231,1.1949,9.6712
3.7196,4.2992,1.7781,2.7852
0.6254,1.1938,0.3798,7.5197
1.3116,2.8028,0.9552,6.6035
0.586,4.9317,2.387,3.8381
3.3867,4.3514,0.7201,8.7046
1.3533,2.3438,1.5718,5.97
2.3969,3.3454,0.5623,3.188
1.2434,3.7928,1.38,6.4847
4.6359,4.8906,0.8723,5.1201
1.0122,2.2516,2.2701,8.3234
0.3219,4.0132,1.8952,9.3018
1.8943,4.0292,0.4629,4.0051
3.1516,3.3084,2.2048,7.3891
0.2082,2.1215,1.3525,2.1858
1.7497,3.1225,1.4541,8.9072
0.3933,3.1259,0.6359,5.6414
3.8284,4.1063,2.3394,6.7769
0.1305,2.0345,0.941,3.5427
0.8207,4.775,0.3937,2.5835
2.1158,4.5598,1.8254,7.8493
3.3762,3.6177,1.2794,4.7334
1.0434,2.505,2.1311,9.9676
1.9934,4.1901,1.1282,7.25
1.5463,3.3428,1.9459,2.4529
2.7406,4.8254,0.3086,9.0669
0.4749,1.4363,1.7064,4.364
0.4347,3.7331,2.4586,5.2603
0.9719,4.1946,1.0263,8.0573
2.6558,4.7182,1.6391,3.4238
1.4557,2.5668,0.7869,6.1268
1.3808,3.774,0.8171,9.7909
0.7152,2.7803,2.2506,4.5252
4.1974,4.4788,0.5818,7.8932
0.5069,2.6134,1.4352,2.6588
1.0473,4.3717,2.1496,3.7154
1.4423,4.7572,1.333,6.9811
2.6334,3.4097,1.9146,5.6015
0.6784,2.3076,0.518,8.8358
2.3623,4.9757,1.7581,6.1161
2.0331,3.6884,0.3251,3.3192
3.2872,4.4866,2.0678,8.2008
0.7431,1.5706,1.215,5.4977
0.2082,3.1828,0.7,4.3785
0.1572,3.9972,1.5171,9.1755
2.8823,3.8843,1.0099,2.3056
1.6706,2.0978,2.407,7.0086
1.7845,4.0587,0.2578,5.7719
1.6325,3.2304,1.6913,8.5374
2.9025,4.1032,1.1434,3.9191
0.2538,0.7753,1.9967,6.6535
0.9343,3.5312,1.5883,7.7218
1.1349,4.5917,0.7718,2.9562
3.764,4.7962,2.4737,9.5863
2.2063,2.684,1.0771,4.8519
2.1835,3.0081,2.3237,2.0717
0.4982,3.5855,0.8908,7.3685
4.2098,4.8616,1.5043,4.2364
1.2379,1.8505,0.6515,9.4396
0.6992,4.59,1.2637,8.4337
2.2976,4.3693,2.0808,5.1369
2.7742,3.6062,0.444,6.2572
0.92,1.7814,1.8411,3.054
1.5258,2.8742,0.48,7.3051
0.6637,2.9115,1.8778,2.0082
4.3593,4.4206,1.3699,9.378
0.6711,1.7202,2.1876,4.1749
1.2086,4.4563,1.3974,5.2003
2.4628,4.9072,0.5452,8.4972
3.4125,3.7527,2.2872,3.1157
0.7777,2.4382,0.8549,6.3187
2.5241,3.9418,2.3701,8.601
1.8166,3.8391,0.9718,5.8353
3.0826,4.6196,1.5552,6.7149
0.1328,1.2217,0.7369,3.9806
0.3525,3.4146,1.1783,2.8926
1.3188,4.1279,2.03,7.6583
3.0437,4.962,0.3629,4.7904
1.8341,2.323,1.7947,9.5248
1.6425,4.8443,1.0437,3.2577
2.1912,3.0975,2.4415,6.0545
3.454,3.9528,0.804,5.4342
0.2387,1.4378,1.6217,8.1373
0.7701,3.0511,1.963,9.2369
0.3155,4.4432,1.1108,4.4401
3.6215,4.0371,1.7238,7.0722
1.6955,2.5507,0.2915,2.369
2.0198,3.664,1.8089,4.5868
0.8965,3.4377,0.4105,9.8524
4.6153,4.7314,2.1142,2.7223
1.0933,2.4954,1.296,7.9567
0.5565,4.2615,0.619,6.9195
1.624,4.2359,1.4707,3.6539
2.6099,2.9943,0.9245,8.7724
0.5503,1.6328,2.3562,5.538
1.4073,4.3025,1.5351,2.3896
1.367,2.8752,0.6822,7.1863
2.5556,4.1688,2.4248,4.3023
0.4807,0.9598,0.9919,9.0056
1.1691,3.8454,0.3429,8.1206
0.7929,4.7985,1.74,5.324
3.2224,4.548,1.233,6.1884
1.9461,2.6826,2.05,3.4851
2.2551,3.2521,1.3147,5.705
0.2325,3.66,2.1681,8.9705
3.8628,4.5153,0.4995,3.6041
0.8513,2.1692,1.9329,6.8386
0.1575,4.9042,2.232,7.7857
1.9553,3.8807,0.8354,2.5203
3.0089,3.3578,1.4169,9.9062
1.1904,1.9882,0.6004,4.6717
1.9117,3.4598,2.0986,6.4233
1.0572,3.2766,1.2457,3.1262
3.9734,4.727,1.8591,8.2598
0.2734,2.3651,0.4262,5.0569
0.9649,4.1279,0.9088,4.0665
1.7079,4.6904,2.306,9.3635
2.9803,3.7659,0.6692,2.2495
0.3316,2.655,1.4863,7.4524
2.1382,4.6614,0.7532,9.7329
2.3753,3.4739,1.6066,4.9671
3.5577,4.9741,1.0588,7.583
0.9953,1.5869,2.4923,2.8489
0.5962,2.9388,1.673,3.7764
0.4228,4.3448,0.2763,6.5422
2.8001,4.2029,1.9782,5.9067
1.4928,1.8758,1.1617,8.6409
1.6253,3.4489,1.7121,5.0928
1.2796,2.9765,0.2962,8.3586
4.2974,4.9975,1.9649,3.2231
0.5612,2.288,1.0939,6.4573
1.2514,3.9058,0.8036,7.4165
1.854,4.9905,1.6377,2.1507
3.0448,3.4683,1.0563,9.2666
0.1714,2.3907,2.4353,4.0324
2.4624,4.4924,0.9292,2.75
2.4254,3.7383,2.3446,7.5471
3.6798,4.7112,0.6021,4.9331
0.7392,1.2869,1.4725,9.636
0.272,2.8399,2.1303,8.7397
0.7028,4.0803,1.2956,5.9427
3.0864,4.3851,1.8026,6.5762
1.4667,2.1757,0.4231,3.8732
1.7338,4.2959,2.2737,9.0942
1.5848,3.1374,0.8578,4.3288
2.8545,3.9037,1.4055,7.2148
0.1565,0.8787,0.5346,2.4803
0.8426,3.6281,1.3627,3.3965
0.9339,4.5363,2.1968,6.1619
3.5111,4.6118,0.495,5.2954
2.2704,2.531,1.874,8.03
1.9663,3.0871,0.3658,6.812
0.2782,3.3621,1.7811,3.5153
3.9896,4.8151,1.1677,8.8799
1.1367,1.9298,2.0382,5.6766
0.4463,4.8098,1.5643,4.6982
2.2304,4.1786,0.7297,9.9949
2.6826,3.5448,2.3664,2.6109
1.1591,1.7261,0.9868,7.8142
1.3539,4.8682,0.6567,8.2281
1.9928,2.7997,1.4925,5.4626
3.174,4.2526,0.9092,6.0809
0.5242,1.5367,2.29,3.3465
1.0587,3.2863,1.8573,2.2782
0.1934,4.741,0.4431,7.0438
3.295,3.9911,2.1102,4.4137
1.8795,2.2885,1.2409,9.1481
2.3462,3.8111,1.9844,7.9283
0.832,3.6998,1.1491,2.6315
4.4186,4.5125,1.6569,9.7636
0.7689,2.7175,0.2767,4.5604
0.2302,4.3386,1.0757,5.5663
1.3295,3.9739,2.4905,8.8631
2.5936,3.0702,0.7484,3.7428
0.5622,1.9308,1.6182,6.946
1.8498,2.903,1.218,4.2091
0.4601,3.1757,2.0538,9.4748
4.0729,4.168,0.3501,2.1068
0.3443,1.8146,1.7309,7.3411
0.8846,4.6958,2.4167,6.2846
2.336,4.6429,1.0025,3.0189
3.5962,3.8052,1.5487,8.3986
0.9574,2.7383,0.6794,5.1642
2.2379,4.0935,1.4207,3.8839
1.7471,3.5391,0.5854,6.6808
2.9417,4.9173,2.2228,5.7992
0.3695,1.4861,0.8426,8.5023
0.6388,3.4957,0.5101,9.6215
1.0199,4.4279,1.9248,4.8245
2.7196,4.762,1.3119,7.6944
1.5462,2.3297,2.1817,2.9914
1.4989,3.9772,1.2776,6.7423
1.9318,2.9305,2.148,3.9455
3.1202,4.401,0.4053,8.5658
0.2467,1.0404,1.8207,5.8627
1.2198,3.3797,2.3268,4.7631
1.2043,4.8915,0.9473,9.5599
3.4397,4.9261,1.4545,2.9278
1.9692,2.4189,0.6198,7.631
2.5079,2.7685,1.656,9.4132
0.625,3.8508,0.785,4.1476
4.255,4.5995,2.4538,7.2778
0.9115,1.6859,1.038,2.0433
0.3747,4.5616,0.3148,3.0805
2.5007,4.1041,1.6938,6.346
3.0596,3.859,1.1122,5.2276
0.817,2.0811,1.9463,8.462
1.7076,3.6973,0.7119,2.6949
1.0092,3.0433,1.5824,7.9918
3.9096,4.6832,0.9688,4.622
0.1829,2.6023,2.3841,9.825
0.7205,4.2244,1.7631,8.7997
1.507,4.4941,0.3835,5.5028
2.7791,3.674,2.0204,6.8844
0.437,2.6051,1.1858,3.6813
2.0744,4.7406,2.2154,5.399
2.155,3.3908,1.3444,8.1647
3.3377,4.7866,1.8923,3.2851
1.0294,1.4012,0.4764,6.0194
0.4961,3.1585,0.8761,7.1073
0.356,4.2949,2.2551,2.3417
2.5556,4.1413,0.5531,9.2096
1.3843,1.999,1.3872,4.4752
1.4619,3.2171,2.4733,3.5767
0.1181,2.8284,1.0931,6.8737
3.8237,4.2242,1.6008,5.7402
0.417,2.0628,0.7656,8.9431
1.1085,4.9396,1.1317,9.9335
2.0706,4.8573,2.0015,4.6365
3.1681,3.3923,0.2596,7.7505
1.3043,2.2419,1.6743,2.5476
2.32,4.4078,0.46,4.2671
1.4049,3.6058,1.8407,9.033
2.6713,4.561,1.2575,2.417
0.6399,1.1386,2.0934,7.1512
0.108,3.7397,1.5091,6.2236
0.7542,3.9317,0.6399,3.4578
2.9437,4.4433,2.3068,8.0933
1.7798,2.6483,0.8926,5.3591
1.8954,4.6244,1.9074,7.6104
2.2583,3.2882,0.5272,2.8137
3.5208,4.0369,2.1646,9.6977
0.2989,1.2182,1.3293,4.9944
0.9873,2.9722,0.5683,5.8794
0.5355,4.6666,1.4381,8.6761
3.6722,4.2394,0.8252,3.8116
1.6093,2.6437,2.24,6.5149
2.1115,3.5672,1.0191,8.295
1.0977,3.4931,2.3998,5.0295
4.8162,4.9636,0.6963,6.3959
1.301,2.3989,1.5321,3.1614
0.6073,4.0243,2.0706,2.2143
1.6717,4.3289,1.2014,7.4797
2.8272,3.0384,1.7475,4.0938
0.2917,1.8563,0.3333,9.3283
1.5797,4.0315,1.8182,8.4904
1.6794,2.998,0.4034,5.1934
2.8753,4.3268,2.1411,6.3255
0.3032,0.9729,1.2713,3.1225
1.303,3.5744,0.6261,2.0032
1.1054,4.9568,1.4614,7.3003
3.3565,4.8416,0.9491,4.1799
2.1183,2.4094,2.3293,9.3828
2.4272,2.965,1.0366,7.6652
0.5278,3.7832,2.4508,2.8994
4.1605,4.6737,0.7793,9.5179
0.9851,1.8755,1.6486,4.7837
0.2916,4.6171,1.9537,5.8401
2.2506,4.0387,1.1179,8.606
3.1428,3.6312,1.6969,3.9758
0.8706,2.1465,0.3161,6.71
1.7776,3.749,2.3772,4.447
0.7645,3.1185,0.9625,9.2437
3.8395,4.4516,1.5799,2.3621
0.101,2.6565,0.71,7.0654
0.7929,4.4171,1.1876,6.0594
1.4151,4.5671,2.0229,3.2627
2.6804,3.6075,0.3898,8.1325
0.6489,2.5321,1.77,5.4292
2.0044,4.9304,0.4707,3.6472
2.0603,3.3156,1.8849,6.9126
3.2403,4.8509,1.343,5.5447
1.1113,1.5978,2.2123,8.7793
0.4237,3.2078,1.3903,9.8475
0.1078,4.2219,0.5545,4.582
2.628,3.9114,2.2626,7.9616
1.4639,2.0547,0.8818,2.7271
1.3919,3.1657,0.7637,5.3132
0.3637,2.7531,1.5983,8.11
4.0762,4.2885,1.0869,3.4959
0.4989,2.0095,2.4664,6.1991
1.0361,4.7478,1.6812,7.1776
2.1627,4.7843,0.2659,2.3808
3.2405,3.4838,2.004,9.0143
1.0927,2.315,1.1336,4.3112
2.39,4.2173,2.0903,2.5309
1.4993,3.681,1.2562,7.7965
2.7678,4.4967,1.8333,4.661
0.4255,1.0634,0.4543,9.8954
0.1804,3.6901,0.8983,8.9793
1.0015,4.0047,2.3143,5.7138
2.8713,4.6729,0.6412,6.8298
1.7003,2.5919,1.5122,3.5953
1.8146,4.5709,1.323,9.3742
2.511,3.2207,2.1577,4.0772
3.7666,4.1111,0.5253,7.4417
0.3725,1.1666,1.9049,2.2387
0.9042,2.7777,2.2425,3.1351
0.6353,4.6013,0.8271,6.432
3.7554,4.3242,1.445,5.048
1.4002,2.709,0.5745,8.2511
2.1923,3.3704,1.5246,6.5314
1.194,3.5606,0.6905,3.7657
4.8796,4.9177,2.3967,8.6517
1.2275,2.2084,1.0177,5.9174
0.6904,3.9679,0.3346,4.9583
1.9215,4.3943,1.7505,9.724
2.744,3.2653,1.2071,2.8576
0.2379,1.7909,2.0781,7.5919
1.553,3.5052,1.1014,3.8292
1.03,2.9034,1.9706,6.5948
4.3697,4.7702,0.2993,5.9789
0.6408,2.338,1.7135,8.7133
1.1814,4.1029,2.4339,9.6605
1.7572,4.9152,1.0532,4.8949
2.9506,3.5326,1.632,7.5304
0.3785,2.466,0.7962,2.796
2.5347,4.6864,1.4788,4.0138
2.326,3.8114,0.609,9.3106
3.5873,4.6447,2.3465,2.1771
0.8772,1.2791,0.9317,7.3803
0.342,2.8936,0.4206,6.4955
0.45,4.1556,1.8008,3.1987
3.0164,4.1598,1.2887,8.3127
1.5225,2.1004,2.124,5.1095
1.6507,4.3457,0.5376,7.8581
1.3374,3.072,1.4069,2.5924
2.605,3.98,0.8652,9.9589
0.2277,0.9348,2.2794,4.7245
0.7619,3.8182,1.8683,5.6522
0.8398,4.4687,0.4875,8.9179
3.5919,4.523,2.1955,3.5319
2.344,2.7279,1.3596,6.7662
2.0494,3.2792,2.04,8.0485
0.1856,3.4275,1.1702,5.2515
3.89,4.7387,1.7874,6.1356
1.0654,2.1238,0.3727,3.4325
0.527,4.8611,0.9799,2.4422
1.9849,4.2462,2.3601,7.2392
2.6019,3.3126,0.7272,4.3746
1.2176,1.6585,1.5625,9.0777
1.4369,4.8192,2.2957,6.9763
2.2405,2.8651,0.9166,3.7105
3.4244,4.1763,1.4939,8.8406
0.453,1.4809,0.6598,5.6064
1.1394,3.0965,1.2379,4.5183
0.2883,4.8086,2.1089,9.7841
3.2143,4.0802,0.4357,2.6658
1.6659,2.2209,1.8516,7.9
2.2631,3.6187,0.2836,9.1804
0.9238,3.6344,1.6632,4.3833
4.5018,4.6037,1.1516,7.0037
0.8401,2.5226,1.9863,2.3007
0.1495,4.2865,1.6164,3.3259
1.5747,3.9063,0.7459,6.123
2.8456,3.1444,2.4842,5.4909
0.5033,1.9984,1.0688,8.1939
1.9221,2.847,1.7322,2.9612
0.7107,3.2488,0.3532,7.7266
4.0005,4.3956,2.0595,4.8469
0.2647,1.7655,1.2254,9.5815
0.9545,4.4995,0.672,8.5442
2.4332,4.7182,1.5429,5.7788
3.629,3.7981,0.9994,6.6467
0.7505,2.663,2.4153,3.9122
2.1655,3.8987,0.8452,5.1321
1.8462,3.466,2.2247,8.4288
3.0334,4.9838,0.5923,3.0589
0.1601,1.5592,1.4269,6.2622
0.5689,3.4418,2.1754,7.3616
1.2718,4.3527,1.305,2.0649
2.7896,4.987,1.9229,9.4465
1.6282,2.2777,0.5076,4.2432
1.5957,2.9285,2.1895,9.553
0.4114,2.9867,1.3724,4.7563
4.1242,4.3474,1.884,7.6379
0.5891,1.772,0.4869,2.9346
1.2809,4.651,0.848,3.9406
2.3639,4.9803,2.281,6.7373
3.3402,3.6682,0.5427,5.8675
0.9876,2.3651,1.3955,8.5708
2.4542,4.1383,0.74,6.3528
1.7193,3.7638,1.5565,3.0874
2.9881,4.6839,0.9793,8.4553
0.3393,1.297,2.3759,5.2207
0.2802,3.4702,1.789,4.1526
1.0686,4.0549,0.3555,9.418
3.1161,4.7342,2.0287,2.0384
1.9137,2.3722,1.1753,7.2729
1.7232,4.8959,1.628,5.5096
1.9464,3.1651,0.8109,8.8066
3.2018,3.8786,2.4434,3.6745
0.1651,1.4919,1.0462,6.8775
0.8531,3.2437,0.289,7.9968
0.2236,4.5086,1.7219,2.6997
3.5384,3.9464,1.1039,9.8201
1.9074,2.4853,1.9568,4.6172
1.9391,3.8537,1.3034,2.3348
0.8018,3.3701,2.12,7.1006
4.5179,4.8055,0.4136,4.4821
1.1669,2.692,1.8102,9.2163
0.4734,4.3108,2.3549,8.1599
1.3758,4.1706,0.9214,5.3941
2.5657,2.8813,1.4649,6.0242
0.6109,1.6983,0.6116,3.29
1.3266,4.2511,0.9944,4.6258
1.6126,2.8076,2.4267,9.9227
2.8081,4.2429,0.6892,2.5583
0.5426,0.9173,1.5414,7.7613
1.086,3.6536,2.0438,6.8649
0.8851,4.7331,1.2261,3.568
3.3056,4.6395,1.7382,8.952
2.0173,2.4883,0.3404,5.7489
2.3358,3.0615,1.9343,3.4686
0.3269,3.7276,0.5025,6.2343
3.9593,4.4412,2.1739,5.3483
0.7776,1.9723,1.3222,8.0826
0.2406,4.8546,0.5929,9.0417
2.2026,3.946,1.4112,4.276
2.9258,3.5874,0.8323,7.1424
1.1289,1.9227,2.2307,2.4081
1.8418,3.4064,0.4331,8.6868
1.3099,3.2014,1.8654,5.89
4.0434,4.9527,1.2482,6.5041
0.3554,2.3136,2.1004,3.8009
0.8926,3.9335,1.4844,2.8224
1.8076,4.6173,0.6667,7.6192
3.0726,3.8323,2.2997,4.9857
0.1226,2.7281,0.9019,9.6889
2.2082,4.4646,2.498,7.4691
2.4717,3.5492,1.0663,2.2035
3.6519,4.9098,1.6079,9.339
0.788,1.5116,0.7562,4.1046
0.6685,2.8825,1.1586,5.0207
0.6726,4.4178,1.9768,8.2862
2.7278,4.4299,0.2689,3.1703
1.4389,1.8027,1.6672,6.4047
1.4879,4.5818,0.374,2.1419
2.2885,2.9578,1.7707,7.4076
3.4721,4.3756,1.1936,4.0412
0.6966,1.2438,2.0101,9.2755
1.2308,2.9999,1.5748,8.3478
0.4891,4.8642,0.7214,5.0821
3.4675,4.2649,2.3944,6.4681
1.5605,2.4114,0.961,3.2338
2.4801,3.5394,2.2632,5.9515
